high,medium,low,listing_id
0.28097474575,0.578369617462,0.140655592084,7142618
0.00148375483695,0.0235663279891,0.974949836731,7210040
0.00052830320783,0.00507676508278,0.994394898415,6832604
0.0307590477169,0.298449456692,0.670791506767,6830595
0.000416648254031,0.0020667493809,0.99751663208,6843709
0.104607567191,0.488392710686,0.406999647617,7232076
0.0901686549187,0.43359708786,0.476234227419,6832266
0.0250752028078,0.44329097867,0.531633794308,6931714
0.280780553818,0.178345456719,0.540874004364,7316357
0.0132164638489,0.175538823009,0.811244726181,6839137
0.0709813088179,0.410771965981,0.5182467103,6879707
0.000907643989194,0.018414074555,0.980678260326,6866122
0.0026218870189,0.118344299495,0.87903380394,7154141
0.000549902557395,0.00143521954305,0.998014807701,7194059
0.00156506919302,0.0536840073764,0.944750964642,6849409
0.00193576212041,0.0204060617834,0.97765815258,6880861
0.000358203367796,0.00211069895886,0.997531116009,6850837
0.503325223923,0.282222867012,0.214451923966,6915788
0.00120832177345,0.0361411273479,0.962650537491,6922125
0.00715106911957,0.246659249067,0.746189653873,6816508
0.000980869052,0.0231492165476,0.975869894028,6915345
0.20128236711,0.467103093863,0.331614524126,7107945
0.000373159680748,0.00194870796986,0.997678101063,6841711
0.00124902790412,0.0369413942099,0.961809575558,6832076
0.241051867604,0.460087299347,0.298860758543,6868588
0.0707016959786,0.49934437871,0.429953992367,6855095
0.196457803249,0.554817736149,0.248724490404,6927246
0.0145166628063,0.201782867312,0.783700466156,7185889
0.000924511114135,0.0185817144811,0.980493843555,6851285
0.000751060724724,0.0119129633531,0.987335979939,6911912
0.052190810442,0.443970471621,0.503838717937,6896969
0.053340382874,0.444039911032,0.502619743347,6850176
0.510288238525,0.391557633877,0.0981540903449,6849763
0.000506401062012,0.0015800333349,0.99791353941,7138918
0.000354133371729,0.00190256175119,0.997743368149,6882676
0.00111197924707,0.0251780506223,0.973710000515,6947731
0.316360294819,0.455215722322,0.228423967957,6868620
0.0792195349932,0.395610392094,0.525170087814,6884364
0.107866063714,0.328921675682,0.5632122159,6842550
0.231887608767,0.548217117786,0.219895243645,7157198
0.000453348242445,0.00126585515682,0.998280763626,6887722
0.186455979943,0.4918397367,0.321704238653,6867943
0.000413307454437,0.00184855039697,0.99773812294,6897703
0.0037262076512,0.0783884301782,0.917885303497,6851213
0.00141817855183,0.0327561311424,0.965825736523,6901598
0.0697324052453,0.380403906107,0.549863696098,6839149
0.0168999992311,0.212511837482,0.770588159561,6853344
0.0112520409748,0.155515760183,0.833232223988,6878520
0.00198264443316,0.0828495249152,0.915167868137,6932934
0.00647954968736,0.0714460238814,0.922074437141,7099493
0.148165807128,0.523190975189,0.328643202782,6930987
0.024703219533,0.345166683197,0.630130112171,6837262
0.0255119074136,0.311070233583,0.663417875767,6860477
0.000959912722465,0.0187977012247,0.980242431164,7056211
0.00134156283457,0.0265099033713,0.972148478031,6905427
0.00997331831604,0.227659508586,0.762367188931,6819183
0.0106849633157,0.286195188761,0.703119874001,6883440
0.340162575245,0.541022241116,0.11881518364,6844933
0.00083034200361,0.0118789281696,0.987290680408,6859654
0.124633692205,0.50300014019,0.372366160154,6943694
0.0234650485218,0.376579463482,0.599955499172,6886360
0.10681501776,0.477129101753,0.41605591774,6820671
0.00278999097645,0.0408498719335,0.956360161304,6937704
0.324299693108,0.548062741756,0.127637550235,6913202
0.00421945285052,0.0593785308301,0.936402082443,6897120
0.00113685289398,0.0283896420151,0.970473527908,6828268
0.0217772126198,0.348975807428,0.62924695015,7091835
0.00681657902896,0.169762954116,0.823420524597,6820450
0.0149047058076,0.22906498611,0.756030321121,6927505
0.000416213588323,0.00201249890961,0.997571289539,6899981
0.0010396229336,0.0044605191797,0.994499802589,6831730
0.0822646170855,0.318719297647,0.599016070366,6907682
0.117473736405,0.557473897934,0.32505235076,6881985
0.000372337119188,0.00204886426218,0.997578799725,6885163
0.0293272063136,0.393339037895,0.577333748341,7173080
0.00241388753057,0.115646921098,0.881939232349,6826668
0.0816973373294,0.417630344629,0.500672340393,6861889
0.581225097179,0.348276793957,0.0704980641603,6864608
0.0432912111282,0.483471184969,0.473237603903,6903474
0.360636353493,0.510425031185,0.12893858552,6885104
0.00192419625819,0.0422549322248,0.955820858479,7119278
0.175732642412,0.573625206947,0.25064215064,6844928
0.0018697938649,0.0304993242025,0.967630922794,6904546
0.00315954163671,0.0628767982125,0.93396371603,6944447
0.139013960958,0.541943848133,0.319042176008,6893510
0.000917150813621,0.0182671826333,0.980815589428,6882257
0.00636698817834,0.0924219638109,0.901210963726,6832682
0.00753861991689,0.0872591435909,0.905202269554,6821110
0.000527552561834,0.00427108397707,0.995201349258,6917831
0.136019647121,0.329310715199,0.53466963768,7190276
0.000471479346743,0.00350383576006,0.996024727821,6835153
0.0104453712702,0.165361702442,0.824192881584,6825255
0.000862339511514,0.00863993726671,0.990497648716,6885511
0.000371453555999,0.00226224516518,0.997366368771,6916044
0.752972900867,0.195367604494,0.0516594983637,6860133
0.407274156809,0.406533539295,0.186192333698,6843223
0.0158558152616,0.160471573472,0.82367259264,6827012
0.00116710469592,0.0199724733829,0.97886043787,7176845
0.00466811144724,0.166075900197,0.82925593853,6865073
0.00190702907275,0.0619271397591,0.936165869236,6910185
0.489291787148,0.400248408318,0.110459811985,6819133
0.124687567353,0.456853717566,0.418458729982,6911145
0.00232990621589,0.0569058693945,0.940764188766,7195574
0.24052926898,0.524685025215,0.234785690904,6844807
0.00115951953921,0.0292972754687,0.969543218613,6864322
0.0435688719153,0.309198260307,0.647232890129,6824087
0.262963742018,0.599668204784,0.137368038297,6933161
0.00046703836415,0.00194218882825,0.997590780258,6897958
0.000340814207448,0.00189524691086,0.997763991356,6939785
0.000657627766486,0.00696129538119,0.992381036282,6815083
0.00177668780088,0.0350512377918,0.963172018528,6832525
0.00044049374992,0.00326802558266,0.996291518211,6827996
0.00077437912114,0.00632590334862,0.992899775505,6858708
0.00462003145367,0.127224341035,0.868155658245,6845673
0.114706799388,0.490553945303,0.394739240408,6943561
0.000921949162148,0.0180934853852,0.980984568596,6817080
0.00664642406628,0.159581512213,0.833772063255,6929503
0.0308151785284,0.22173088789,0.747453987598,6855860
0.00260725198314,0.0578452944756,0.939547479153,6859814
0.0345887355506,0.206977963448,0.75843334198,6848676
0.0382139831781,0.47655543685,0.485230624676,6822052
0.040568690747,0.14522972703,0.814201593399,7095477
